AMT_INCOME_TOTAL,DAYS_EMPLOYED,NAME_INCOME_TYPE,CNT_CHILDREN,FLAG_OWN_CAR,FLAG_OWN_REALTY,TARGET
176162,365243,Pensioner,1,N,N,1
56738,0,Student,3,Y,N,1
363679,-6935,Working,0,N,Y,0
264112,-14235,Working,0,Y,Y,0
197226,365243,Pensioner,0,N,Y,1
299453,0,Working,0,Y,Y,1
606300,-8760,Commercial associate,0,N,Y,0
77875,365243,Pensioner,0,N,Y,1
449607,-365,Working,0,N,N,1
383879,-10585,Working,0,N,Y,0
272016,-4380,Working,0,Y,N,1
323480,-2920,Commercial associate,0,Y,Y,0
218913,-5840,Working,0,N,N,1
271241,365243,Pensioner,0,Y,Y,1
159328,-4745,Working,0,Y,Y,0
905317,-2920,Commercial associate,1,Y,N,0
220003,-3285,Working,1,Y,Y,1
431532,-12045,Working,1,N,Y,1
88513,365243,Pensioner,1,Y,N,1
840995,-365,Commercial associate,0,Y,N,0
540181,-1825,State servant,0,N,N,0
244512,-7665,Working,0,Y,N,1
210620,-11315,Commercial associate,0,Y,Y,0
302837,-8760,Commercial associate,1,N,Y,0
146944,-12410,Working,0,Y,N,1
109544,365243,Pensioner,0,N,Y,1
121634,365243,Pensioner,0,N,Y,1
165627,-3285,Working,1,N,Y,1
402864,-730,Working,2,N,N,1
943061,-4380,Commercial associate,0,N,Y,0
262406,-13870,Working,1,N,N,1
298163,-8760,Commercial associate,3,Y,Y,0
330670,-6935,Commercial associate,0,Y,N,0
167899,-10950,Working,2,N,Y,1
12377,0,Student,2,N,N,1
252861,-3285,Commercial associate,0,N,N,1
316585,-10585,Commercial associate,1,Y,N,0
113807,365243,Pensioner,0,Y,Y,1
678996,-6205,Commercial associate,0,N,Y,0
133202,-365,Working,1,Y,N,1
297991,365243,Pensioner,0,N,Y,1
104886,-2555,Working,0,N,Y,1
225890,-14235,Working,1,Y,N,1
901298,-6205,Commercial associate,0,Y,Y,0
662893,0,Commercial associate,3,Y,Y,0
958468,-9490,Commercial associate,2,N,Y,0
430527,-8030,Working,0,N,N,1
462606,-13140,Working,1,N,Y,0
307111,-11315,Working,0,N,Y,0
225606,-7300,Working,1,Y,Y,1
453655,-9125,Working,0,N,Y,1
226204,365243,Pensioner,1,Y,Y,1
330287,-4745,Working,2,N,Y,1
237901,-3285,Commercial associate,0,Y,Y,0
428067,-12045,Working,0,N,N,1
276172,-12410,Working,0,N,N,1
829365,-2555,Commercial associate,0,Y,N,0
514614,-10950,Commercial associate,0,N,N,0
598773,-5110,Commercial associate,1,N,Y,0
283214,-3650,Working,0,N,N,1
142981,365243,Pensioner,0,N,Y,1
262723,-14235,Working,3,N,N,1
420195,-10585,Commercial associate,1,N,Y,0
200130,365243,Pensioner,1,N,N,1
126455,-9490,Working,2,Y,N,1
577303,-11680,Commercial associate,1,N,N,0
248742,365243,Pensioner,1,N,Y,1
138564,365243,Pensioner,0,N,N,1
361887,-13870,Working,0,N,Y,1
816646,-730,Commercial associate,1,N,N,1
444301,-9855,Working,1,N,N,1
380278,-6570,Working,1,Y,N,1
14760,0,Student,1,N,N,1
616838,-1460,Commercial associate,0,N,N,0
388676,-8760,Working,0,N,Y,1
635539,-7665,Commercial associate,0,Y,N,0
417377,-9125,Working,0,Y,Y,0
377757,-6570,State servant,2,N,N,0
299303,-365,Working,1,N,N,1
307041,-12775,Working,0,N,Y,1
375974,-7300,Working,0,N,Y,0
634806,-1095,Commercial associate,0,N,N,1
274998,365243,Pensioner,1,N,N,1
103242,365243,Pensioner,1,N,Y,1
178860,365243,Pensioner,0,N,N,1
256123,365243,Pensioner,1,N,Y,1
142073,-3650,Working,0,Y,Y,0
273259,-5475,Working,1,N,Y,1
684575,-14235,Commercial associate,0,N,N,0
236164,-6570,Working,0,N,Y,1
208938,365243,Pensioner,0,Y,Y,1
206905,-10585,Working,0,N,Y,1
241695,365243,Pensioner,1,N,Y,1
136557,365243,Pensioner,2,N,Y,1
155733,-2920,Working,0,N,Y,1
998126,-2920,Commercial associate,0,N,Y,0
361352,-2920,State servant,2,Y,Y,0
132779,-12410,Working,1,N,Y,1
181498,365243,Pensioner,1,Y,N,1
162114,-5475,Working,1,N,Y,1
296999,-6935,Working,1,N,Y,1
520533,-11680,Commercial associate,2,N,Y,0
117175,-9490,Working,0,N,Y,1
386587,-4380,State servant,0,Y,N,0
433406,-1825,Working,1,N,Y,0
189638,-5475,Working,1,N,N,1
311781,-1095,Working,3,N,N,1
405168,-2920,Working,3,Y,Y,0
478248,-12410,Working,2,N,Y,0
431402,-9125,Working,0,N,N,1
144154,365243,Pensioner,0,N,N,1
230446,365243,Pensioner,0,N,Y,1
103206,365243,Pensioner,0,N,Y,1
